"ID","sMAPE","RMSE","MAE","MASE"
"14902","ets","nnet","nnet","nnet"
"14903","nnet","nnet","nnet","nnet"
"14904","arima","arima","arima","arima"
"14905","ets","ets","ets","ets"
"14906","snaive","snaive","snaive","snaive"
"14907","nnet","nnet","nnet","nnet"
"14908","nnet","arima","nnet","nnet"
"14909","snaive","nnet","nnet","nnet"
"14910","ets","arima","ets","ets"
"14911","ets","ets","ets","ets"
"14912","snaive","snaive","snaive","snaive"
"14913","arima","arima","arima","arima"
"14914","nnet","snaive","nnet","nnet"
"14915","arima","arima","arima","arima"
"14916","arima","arima","arima","arima"
"14917","ets","ets","ets","ets"
"14918","nnet","nnet","nnet","nnet"
"14919","naive","naive","naive","naive"
"14920","ets","ets","ets","ets"
"14921","arima","arima","arima","arima"
"14922","nnet","nnet","nnet","nnet"
"14923","snaive","snaive","snaive","snaive"
"14924","snaive","snaive","snaive","snaive"
"14925","snaive","ets","snaive","snaive"
"14926","ets","ets","ets","ets"
"14927","arima","arima","arima","arima"
"14928","ets","ets","ets","ets"
"14929","arima","arima","arima","arima"
"14930","snaive","snaive","snaive","snaive"
"14931","nnet","arima","nnet","nnet"
"14932","ets","ets","ets","ets"
"14933","ets","ets","ets","ets"
"14934","arima","ets","arima","arima"
"14935","ets","ets","ets","ets"
"14936","ets","ets","ets","ets"
"14937","ets","ets","ets","ets"
"14938","ets","ets","ets","ets"
"14939","snaive","snaive","snaive","snaive"
"14940","ets","ets","ets","ets"
"14941","arima","arima","arima","arima"
"14942","ets","ets","ets","ets"
"14943","snaive","snaive","snaive","snaive"
"14944","arima","arima","arima","arima"
"14945","nnet","nnet","nnet","nnet"
"14946","nnet","arima","nnet","nnet"
"14947","arima","arima","arima","arima"
"14948","ets","ets","ets","ets"
"14949","arima","arima","arima","arima"
"14950","arima","arima","arima","arima"
"14951","ets","ets","ets","ets"
"14952","ets","ets","ets","ets"
"14953","snaive","snaive","snaive","snaive"
"14954","ets","ets","ets","ets"
"14955","ets","ets","ets","ets"
"14956","ets","ets","ets","ets"
"14957","arima","nnet","nnet","nnet"
"14958","snaive","snaive","snaive","snaive"
"14959","ets","ets","ets","ets"
"14960","ets","ets","ets","ets"
"14961","arima","arima","arima","arima"
"14962","snaive","ets","snaive","snaive"
"14963","ets","ets","ets","ets"
"14964","snaive","snaive","snaive","snaive"
"14965","snaive","snaive","snaive","snaive"
"14966","nnet","nnet","nnet","nnet"
"14967","nnet","nnet","nnet","nnet"
"14968","naive","naive","naive","naive"
"14969","ets","ets","ets","ets"
"14970","nnet","nnet","nnet","nnet"
"14971","ets","ets","ets","ets"
"14972","snaive","snaive","snaive","snaive"
"14973","nnet","nnet","nnet","nnet"
"14974","ets","nnet","ets","ets"
"14975","snaive","nnet","snaive","snaive"
"14976","arima","arima","arima","arima"
"14977","arima","arima","arima","arima"
"14978","naive","naive","naive","naive"
"14979","naive","naive","naive","naive"
"14980","nnet","nnet","nnet","nnet"
"14981","ets","ets","ets","ets"
"14982","nnet","nnet","nnet","nnet"
"14983","ets","arima","ets","ets"
"14984","arima","arima","arima","arima"
"14985","arima","arima","arima","arima"
"14986","ets","ets","ets","ets"
"14987","arima","arima","arima","arima"
"14988","nnet","nnet","nnet","nnet"
"14989","naive","naive","naive","naive"
"14990","arima","arima","arima","arima"
"14991","ets","ets","ets","ets"
"14992","nnet","nnet","nnet","nnet"
"14993","arima","arima","arima","arima"
"14994","ets","ets","ets","ets"
"14995","ets","ets","ets","ets"
"14996","ets","ets","ets","ets"
"14997","arima","ets","arima","arima"
"14998","ets","ets","ets","ets"
"14999","ets","ets","ets","ets"
"15000","naive","naive","naive","naive"
"15001","snaive","arima","ets","ets"
"15002","snaive","nnet","snaive","snaive"
"15003","ets","ets","ets","ets"
"15004","ets","ets","ets","ets"
"15005","ets","ets","ets","ets"
"15006","ets","ets","ets","ets"
"15007","ets","ets","ets","ets"
"15008","arima","arima","arima","arima"
"15009","ets","ets","ets","ets"
"15010","nnet","nnet","nnet","nnet"
"15011","ets","ets","ets","ets"
"15012","ets","ets","ets","ets"
"15013","arima","arima","arima","arima"
"15014","arima","arima","arima","arima"
"15015","ets","ets","ets","ets"
"15016","ets","ets","ets","ets"
"15017","ets","ets","ets","ets"
"15018","arima","arima","arima","arima"
"15019","ets","ets","ets","ets"
"15020","snaive","snaive","snaive","snaive"
"15021","snaive","snaive","snaive","snaive"
"15022","snaive","snaive","snaive","snaive"
"15023","ets","ets","ets","ets"
"15024","ets","ets","ets","ets"
"15025","nnet","snaive","nnet","nnet"
"15026","ets","ets","ets","ets"
"15027","arima","arima","arima","arima"
"15028","arima","arima","arima","arima"
"15029","nnet","arima","nnet","nnet"
"15030","ets","ets","ets","ets"
"15031","snaive","snaive","snaive","snaive"
"15032","ets","ets","ets","ets"
"15033","ets","ets","ets","ets"
"15034","ets","naive","ets","ets"
"15035","ets","ets","ets","ets"
"15036","ets","ets","ets","ets"
"15037","ets","ets","ets","ets"
"15038","ets","ets","ets","ets"
"15039","ets","ets","ets","ets"
"15040","ets","ets","ets","ets"
"15041","ets","ets","ets","ets"
"15042","snaive","snaive","snaive","snaive"
"15043","nnet","ets","nnet","nnet"
"15044","nnet","arima","nnet","nnet"
"15045","ets","ets","ets","ets"
"15046","ets","ets","ets","ets"
"15047","arima","arima","arima","arima"
"15048","snaive","ets","snaive","snaive"
"15049","snaive","snaive","snaive","snaive"
"15050","ets","ets","ets","ets"
"15051","ets","ets","ets","ets"
"15052","naive","naive","naive","naive"
"15053","nnet","nnet","nnet","nnet"
"15054","naive","naive","naive","naive"
"15055","snaive","snaive","snaive","snaive"
"15056","ets","ets","ets","ets"
"15057","naive","arima","naive","naive"
"15058","naive","naive","naive","naive"
"15059","arima","ets","arima","arima"
"15060","arima","naive","arima","arima"
"15061","ets","ets","ets","ets"
"15062","nnet","nnet","nnet","nnet"
"15063","arima","ets","arima","arima"
"15064","arima","ets","arima","arima"
"15065","arima","arima","arima","arima"
"15066","arima","arima","arima","arima"
"15067","ets","ets","ets","ets"
"15068","ets","ets","ets","ets"
"15069","ets","arima","ets","ets"
"15070","ets","ets","ets","ets"
"15071","snaive","naive","snaive","snaive"
"15072","ets","ets","ets","ets"
"15073","ets","ets","ets","ets"
"15074","snaive","ets","snaive","snaive"
"15075","ets","ets","ets","ets"
"15076","arima","arima","arima","arima"
"15077","snaive","nnet","snaive","snaive"
"15078","arima","arima","arima","arima"
"15079","nnet","nnet","nnet","nnet"
"15080","snaive","nnet","snaive","snaive"
"15081","ets","ets","ets","ets"
"15082","snaive","snaive","snaive","snaive"
"15083","ets","arima","ets","ets"
"15084","ets","ets","ets","ets"
"15085","nnet","nnet","nnet","nnet"
"15086","ets","ets","ets","ets"
"15087","ets","arima","ets","ets"
"15088","ets","snaive","ets","ets"
"15089","snaive","snaive","snaive","snaive"
"15090","ets","ets","ets","ets"
"15091","ets","ets","ets","ets"
"15092","nnet","nnet","nnet","nnet"
"15093","ets","ets","ets","ets"
"15094","arima","arima","arima","arima"
"15095","snaive","snaive","snaive","snaive"
"15096","ets","ets","ets","ets"
"15097","snaive","snaive","snaive","snaive"
"15098","arima","arima","arima","arima"
"15099","ets","ets","ets","ets"
"15100","ets","ets","ets","ets"
"15101","ets","ets","ets","ets"
"15102","ets","ets","ets","ets"
"15103","ets","ets","ets","ets"
"15104","arima","arima","arima","arima"
"15105","naive","naive","naive","naive"
"15106","arima","arima","arima","arima"
"15107","naive","naive","naive","naive"
"15108","arima","arima","arima","arima"
"15109","nnet","nnet","nnet","nnet"
"15110","nnet","nnet","nnet","nnet"
"15111","naive","arima","naive","naive"
"15112","nnet","arima","nnet","nnet"
"15113","nnet","ets","nnet","nnet"
"15114","ets","naive","ets","ets"
"15115","ets","ets","ets","ets"
"15116","ets","ets","ets","ets"
"15117","arima","naive","arima","arima"
"15118","arima","ets","arima","arima"
"15119","naive","naive","naive","naive"
"15120","naive","naive","naive","naive"
"15121","arima","arima","snaive","snaive"
"15122","ets","ets","ets","ets"
"15123","naive","naive","naive","naive"
"15124","snaive","ets","ets","ets"
"15125","snaive","snaive","snaive","snaive"
"15126","snaive","arima","snaive","snaive"
"15127","snaive","snaive","snaive","snaive"
"15128","ets","ets","ets","ets"
"15129","arima","arima","arima","arima"
"15130","ets","ets","ets","ets"
"15131","snaive","naive","snaive","snaive"
"15132","snaive","snaive","snaive","snaive"
"15133","arima","arima","arima","arima"
"15134","arima","arima","arima","arima"
"15135","naive","naive","naive","naive"
"15136","ets","ets","ets","ets"
"15137","arima","arima","arima","arima"
"15138","ets","ets","ets","ets"
"15139","arima","arima","arima","arima"
"15140","arima","arima","arima","arima"
"15141","naive","naive","naive","naive"
"15142","ets","ets","ets","ets"
"15143","arima","arima","arima","arima"
"15144","arima","arima","arima","arima"
"15145","arima","arima","arima","arima"
"15146","nnet","nnet","nnet","nnet"
"15147","arima","arima","arima","arima"
"15148","naive","naive","naive","naive"
"15149","snaive","snaive","snaive","snaive"
"15150","nnet","nnet","nnet","nnet"
"15151","naive","naive","naive","naive"
"15152","ets","ets","ets","ets"
"15153","snaive","snaive","snaive","snaive"
"15154","nnet","nnet","nnet","nnet"
"15155","naive","naive","naive","naive"
"15156","arima","arima","arima","arima"
"15157","ets","ets","ets","ets"
"15158","nnet","nnet","nnet","nnet"
"15159","snaive","snaive","snaive","snaive"
"15160","snaive","snaive","snaive","snaive"
"15161","snaive","snaive","snaive","snaive"
"15162","arima","arima","arima","arima"
"15163","nnet","nnet","nnet","nnet"
"15164","ets","ets","ets","ets"
"15165","arima","naive","arima","arima"
"15166","arima","arima","arima","arima"
"15167","nnet","nnet","nnet","nnet"
"15168","ets","nnet","ets","ets"
"15169","nnet","nnet","nnet","nnet"
"15170","snaive","snaive","snaive","snaive"
"15171","arima","arima","arima","arima"
"15172","naive","naive","naive","naive"
"15173","ets","naive","ets","ets"
"15174","nnet","nnet","nnet","nnet"
"15175","nnet","nnet","nnet","nnet"
"15176","arima","arima","arima","arima"
"15177","nnet","nnet","nnet","nnet"
"15178","nnet","nnet","nnet","nnet"
"15179","ets","ets","ets","ets"
"15180","ets","ets","ets","ets"
"15181","nnet","nnet","nnet","nnet"
"15182","arima","arima","arima","arima"
"15183","nnet","snaive","nnet","nnet"
"15184","nnet","nnet","nnet","nnet"
"15185","snaive","snaive","snaive","snaive"
"15186","snaive","snaive","snaive","snaive"
"15187","nnet","nnet","nnet","nnet"
"15188","naive","naive","naive","naive"
"15189","arima","arima","arima","arima"
"15190","naive","nnet","naive","naive"
"15191","ets","ets","ets","ets"
"15192","ets","ets","ets","ets"
"15193","snaive","ets","ets","ets"
"15194","snaive","nnet","snaive","snaive"
"15195","snaive","snaive","snaive","snaive"
"15196","nnet","nnet","nnet","nnet"
"15197","arima","arima","arima","arima"
"15198","arima","arima","arima","arima"
"15199","snaive","snaive","snaive","snaive"
"15200","ets","naive","ets","ets"
"15201","ets","naive","naive","naive"
"15202","ets","ets","ets","ets"
"15203","snaive","naive","snaive","snaive"
"15204","arima","arima","arima","arima"
"15205","ets","ets","ets","ets"
"15206","ets","ets","ets","ets"
"15207","snaive","snaive","snaive","snaive"
"15208","nnet","nnet","nnet","nnet"
"15209","ets","ets","ets","ets"
"15210","ets","ets","ets","ets"
"15211","ets","ets","ets","ets"
"15212","snaive","snaive","snaive","snaive"
"15213","nnet","ets","nnet","nnet"
"15214","arima","arima","arima","arima"
"15215","naive","naive","naive","naive"
"15216","arima","ets","arima","arima"
"15217","ets","ets","ets","ets"
"15218","nnet","nnet","nnet","nnet"
"15219","naive","naive","naive","naive"
"15220","nnet","ets","ets","ets"
"15221","arima","arima","arima","arima"
"15222","nnet","nnet","nnet","nnet"
"15223","ets","ets","ets","ets"
"15224","ets","nnet","ets","ets"
"15225","snaive","snaive","snaive","snaive"
"15226","ets","ets","ets","ets"
"15227","snaive","snaive","snaive","snaive"
"15228","ets","ets","ets","ets"
"15229","snaive","snaive","snaive","snaive"
"15230","ets","ets","ets","ets"
"15231","ets","ets","ets","ets"
"15232","nnet","snaive","nnet","nnet"
"15233","arima","arima","arima","arima"
"15234","arima","arima","arima","arima"
"15235","nnet","nnet","nnet","nnet"
"15236","snaive","snaive","snaive","snaive"
"15237","arima","arima","arima","arima"
"15238","nnet","nnet","nnet","nnet"
"15239","arima","arima","arima","arima"
"15240","arima","arima","arima","arima"
"15241","naive","ets","naive","naive"
"15242","naive","naive","naive","naive"
"15243","naive","naive","naive","naive"
"15244","arima","arima","arima","arima"
"15245","ets","ets","ets","ets"
"15246","naive","naive","naive","naive"
"15247","nnet","nnet","nnet","nnet"
"15248","nnet","nnet","nnet","nnet"
"15249","snaive","snaive","snaive","snaive"
"15250","naive","naive","naive","naive"
"15251","ets","ets","ets","ets"
"15252","nnet","ets","nnet","nnet"
"15253","ets","ets","ets","ets"
"15254","ets","ets","ets","ets"
"15255","arima","arima","arima","arima"
"15256","ets","ets","ets","ets"
"15257","ets","ets","ets","ets"
"15258","ets","ets","ets","ets"
"15259","arima","ets","arima","arima"
"15260","snaive","snaive","snaive","snaive"
"15261","snaive","snaive","snaive","snaive"
"15262","arima","arima","arima","arima"
"15263","arima","arima","arima","arima"
"15264","ets","ets","ets","ets"
"15265","arima","arima","arima","arima"
"15266","ets","ets","ets","ets"
"15267","ets","nnet","ets","ets"
"15268","ets","arima","ets","ets"
"15269","ets","ets","ets","ets"
"15270","nnet","nnet","nnet","nnet"
"15271","ets","ets","ets","ets"
"15272","ets","ets","ets","ets"
"15273","snaive","snaive","snaive","snaive"
"15274","arima","arima","arima","arima"
"15275","snaive","snaive","snaive","snaive"
"15276","arima","arima","arima","arima"
"15277","snaive","snaive","snaive","snaive"
"15278","arima","arima","arima","arima"
"15279","ets","ets","ets","ets"
"15280","snaive","snaive","snaive","snaive"
"15281","snaive","snaive","snaive","snaive"
"15282","snaive","snaive","snaive","snaive"
"15283","snaive","snaive","snaive","snaive"
"15284","ets","ets","ets","ets"
"15285","ets","ets","ets","ets"
"15286","arima","arima","arima","arima"
"15287","arima","ets","arima","arima"
"15288","ets","ets","ets","ets"
"15289","snaive","snaive","snaive","snaive"
"15290","ets","ets","ets","ets"
"15291","snaive","snaive","snaive","snaive"
"15292","nnet","arima","nnet","nnet"
"15293","ets","ets","ets","ets"
"15294","ets","ets","ets","ets"
"15295","snaive","snaive","snaive","snaive"
"15296","snaive","ets","ets","ets"
"15297","ets","ets","ets","ets"
"15298","arima","arima","arima","arima"
"15299","arima","arima","arima","arima"
"15300","arima","arima","arima","arima"
"15301","arima","arima","arima","arima"
"15302","ets","ets","ets","ets"
"15303","snaive","snaive","snaive","snaive"
"15304","nnet","nnet","nnet","nnet"
"15305","snaive","snaive","snaive","snaive"
"15306","ets","ets","ets","ets"
"15307","ets","ets","ets","ets"
"15308","ets","ets","ets","ets"
"15309","ets","ets","ets","ets"
"15310","ets","ets","ets","ets"
"15311","snaive","snaive","snaive","snaive"
"15312","nnet","snaive","nnet","nnet"
"15313","ets","ets","ets","ets"
"15314","naive","naive","naive","naive"
"15315","arima","arima","arima","arima"
"15316","ets","arima","ets","ets"
"15317","arima","arima","arima","arima"
"15318","nnet","nnet","nnet","nnet"
"15319","ets","ets","ets","ets"
"15320","ets","ets","ets","ets"
"15321","snaive","arima","snaive","snaive"
"15322","ets","ets","ets","ets"
"15323","ets","ets","ets","ets"
"15324","ets","ets","ets","ets"
"15325","ets","snaive","ets","ets"
"15326","ets","ets","ets","ets"
"15327","ets","snaive","ets","ets"
"15328","arima","arima","arima","arima"
"15329","ets","ets","ets","ets"
"15330","ets","ets","ets","ets"
"15331","ets","ets","ets","ets"
"15332","ets","ets","ets","ets"
"15333","ets","ets","ets","ets"
